business_id,gold_summ,gen_summ,review1,review2,review3,review4,review5,review6,review7,review8
VVeT1XqQYwrB_fbp3efdUg,"This place is more perfect for a native Chicagoan. In Charlotte area, this is the best Chicago dogs. Almost everything on the menu is awesome. The bratwurst, bun, tea and homemade sweet potatoes fries are delicious. On fresh bread, the Italian beef was juicy. The Cashier was very helpful and friendly.",This place is the best hotdog I've ever had in my life. The fries are fantastic and the fries were delicious. The staff was very friendly and helpful. We'll be back for sure!,"i was really impressed. i had lunch there today and thoroughly enjoyed it. the bun, bratwurst, homemade sweet potatoes fries and tea were delicious. the couple beside me got their potato bacon soup and they said it was very good. i'm taking my husband next time. the service was prompt and courteous.","first visit. had the jumbo char dog with slaw, grilled onions, and mustard. excellent. the dog was very good. the slaw was just right, but the onions were luke warm. atmosphere is good with varied seating options and several tv's. i'll definitely make another trip to this place.","one of my wife's and my favorite places to eat in cornelius. my wife always gets the matt chicago style dog with all the peppers that come on it. i love their reuben. they have homemade potato chips and fries that are delicious, especially if you get a side of ranch for dipping.",we are from chicago (both southside and northside) and this place gets it.... the italian beef was juicy on fresh bread with perfect giardinera and the chicago-style dog hit the mark. we felt like we were back home. the servers are super-friendly too. we will make the drive up here again soon!,i got the chicken philly and that was hands down awesome. i have heard nothing bad about anything on the menu. the staff is awesome and friendly and the place always has customers. the great food is why they always have people here.,"best chicago dogs in the charlotte area -- authentic dogs, italian beef, and more! pretty much everything on the menu is good -- deli sandwiches, salads, hamburgers, etc. try the chips with ranch dipping sauce as a side!",cashier was very friendly and helpful when ordering from their menu since this was my first time up here. i ordered the # 4 which was the two corn dog combo with fries. corn dogs were good but the fries not so much.,this place could not be more perfect for a native <UNK> i may never have to go home again! seriously matt's chicago dog you are the most irreplaceable place in all of charlotte... hit this up for a real chicago dog!
VgGO13Fx7dQj4zg3IuVDLw,"The Blue Moon Bar and Grill is a typical bar with decent atmosphere. Come for the beer as it's great, but watch out for of the items on the menu. Generally, the burgers are good, but the veggie burger doesn't taste as good as it used. Definitely try the Reuben, though.","This is a great place to watch a game. Food is decent, but not the best I've ever had. I'm not a huge fan of this place. If you're looking for a good beer, this is the place.","this place has a lot of character, great beer and excellent food. i had one of if not the best reuben ever. the food is home made. the clam chowder has real clams and thankfully, they were not rubbery but rather cooked to perfection. i highly recommend blue moon bar & grill when in madison, wi.","love this place. great burgers, better cheese curds! great place to watch the game or bring family visiting from out of town. great bar atmosphere to enjoy every moment you are here. minus 1 star only because they dont accept credit / debit cards. they do have an atm inside though.","awesome beer but veggie burger tastes nasty. a hint of curry, thyme, not sure here but kinda strange and not a good experience. 1 of 5 stars. at most. a few years ago ur veggie burger rocked!! please change ur recipe back. ill be back then!","its a wisconsin bar. lighting is pretty bad, space isn't that comfortable but the beer and bar food get the job done, i guess. service is... well, its a bar. burger is ok but definitely not worth the hype. the whole place could use an update.","blue moon is a neighborhood bar that makes great burgers and cheese curds. portions are large and good for <UNK> decor is a little dated, but that isn't the reason to go. they only take cash, but at least there is an atm in the building.","definitely a mixed crowd as stated before. decent food, a nice place to watch the game that is on that day. not a place where i am a regular, but there seem to be the same faces every time i walk by... weird. 2 stars.",food is fine and beer is pretty standard. atmosphere - eh. cash only is pretty annoying. waitstaff just doesn't really seem to care the twice i've visited. i'm sure they do just fine with their regular crowd. good for them. i pass.,this place is a hidden gem!!!! their clam chowder is to die for!!!!! it could be served anywhere in boston!!!!! try a brat!!!! top notch! !
ZqmUmrXkwihgPFjMCYh_Mg,"This Indian restaurant is known for serving generally good food and their biriyani dishes are especially popular. The service itself is hit or miss, and there is often a long wait for food. There have been complaints that the staff are not LGBT-friendly. Overall this restaurant is popular in the community and has tasty food, but the service is unreliable.","Best Indian food I've ever had in a long time. The staff is very friendly and helpful. If you are in the mood for Indian food, this is the place to go if you want to eat food.","reasonable to mediocre food but extremely slow and inaccurate service. ordered a dosa along with other non veg items. butter chicken came with slivers of what tasted like tandoori chicken. dosa arrived so late - the rest of the food was already consumed by the rest of the party. sambhar arrived cold. management needs to hire additional help, and train them better.","i wish i could give this restaurant zero stars. the people who work here actively discriminate against lgbtq customers. when <UNK> couples go into this restaurant, they will seat you, give you attitude, and then proceed to tell you that everything on the menu is' out '<UNK>, they will never see my face or a dime of my money.","great place for indian food. when most of the indian restaurants are serving medicre food, paradise has really stepped up their game. awesome taste, great portions. i went in with my family and had a great exp. and have been regular every week (the lady at front desk would vouch for it:)).",one thing that i always missed in phoenix (since i moved here in 2015) was a good biriyani place. i came to know about this place last year and i must say it's the best biriyani i had in phoenix till now. my personal favorites are paradise special chicken biriyani and goat biriyani.,"service was great, authentic food from india but a little to authentic with the no ice. i respect the cultural reasons but in az summer cold ice water is a necessity. food was delicious & you can tell they are very popular within their own community with the amount of take out orders... tons!","prompt service and really tasty food. i've had the weekend combo special which has biryani, fried rice, a cup of dessert, 2 appatizers, 1 curry and also one naan. it was a big portion and biryani was full of flavor although not the best i've had.",worst place to order food... they say order will be ready in 20 mins and they keep you waiting for more than an <UNK> service experience and there is no place to <UNK> they realize how worst is their service and at least try to empathize with people who are waiting in queue,"worst service after being in restaurant after 30 mins also no one came to take order, we had to leave and had to goto different restaurant also they had seated us in table after they asked us to change the table because more people came."
a48qF4Tjwooc0GYNPzipNg,"This is a breakfast restaurant that specializes in healthier breakfast food. The service is very friendly and knowledgeable. The food is generally good, especially the pancakes. It is busy at times, so wait times are sometimes long. This restaurant is recommended for people who want a healthier, more gourmet-style meal compared to a typical breakfast restaurant.","This place is the best breakfast place I've ever been to. The food is delicious, the service is friendly and attentive. My only complaint is that the portions are small. I think it's a little pricey for what you get.","i've eaten here before when it was the good egg but am loving the first watch changes. the manager came over to greet me personally and my server (desmond) was polite, knowledgeable of the new menu and offered an excellent suggestion to my normal favorite. i tried the healthy egg white omelette w / spinach, feta cheese and <UNK>","great food, great atmosphere. has a patio to enjoy the outdoors. staff is always friendly. they offer free coffee and infused water while you wait. the menu is extensive with plenty of healthy options as well. parking is easy. the only complaint is that the wait is sometimes really long, but thats because it's popular.",it's was pretty cold in here. the morning juiced beet juice was absolutely delicious. the menu had a variety of healthy meals. i was pretty impressed. i had lemon risotto blueberry pancakes. this was the best pancakes i've had. the flava just popped in my mouth. i will be back to try something different.,"i'll be honest, i'm really sick of the faux local cafes. we won't be back. the food is overpriced for the quality, my omelet had about three sprinkles of chorizo, and the potatoes were uninteresting. coffee is cheaper at starbucks. <UNK> our waitress was very good and the millionaire's bacon was tasty.",we have came twice within the last two weeks and food was good. fresh and tasty! my kids love the chocolate chip pancakes. the potatoes are my favorite! staff is friendly and attentive. inside is clean and very modern. they also have outside patio seating that will be nice once the temperature cools down.,"coming from la, this place disappointed me because it claimed to be healthy yet gourmet but really was just boring. the avocado toast is on sliced <UNK> bread. the multigrain pancake was nothing to remember. the house coffee is watered down. maybe we ordered the wrong items but it really was a forgettable experience.","good food & service. usually crazy busy on the weekends!! a must here for us is their lemon ricotta pancakes, they taste better than they sound i promise!! i also like that they have complimentary coffee & ice water while you wait to be seated.","tried them twice, they can't cook an egg to save a life. wait time is always long, food came out cold. bummer too because it's so close to home and really the only breakfast place close by. i really wanted them to be better."
avTIDv9lJHiNcg3mcwTxqg,"The food in this restaurant is generally well-received, though tastes vary. The service and waitstaff are friendly and efficient. The main issue is that the decor and atmosphere is very dated. The restaurant is recommended for those who prefer classic American restaurant staples and don't mind (or prefer) a more old-fashioned atmosphere.",This place is fantastic. The food was great and the service was very friendly. I had the chicken parm and it was delicious. My wife and I will definitely be back to try other dishes.,"pretty decent food. ordered the irish spring roll. french onion soup was really good! <UNK> was pretty good, but battered chicken fingers and fries are not as good as expected (you'd be better off with chick filet and bojangles for sure). great service and extensive desert menu. will definitely come back to try more on the menu.",what a gem. we came into town for a trip to carowinds the next day. we found this place on yelp. this is what i love about yelp. we would have never found this place or given it a chance. great pizza and everything we had was fantastic. great service and great food. well done.,"very consistently delicious food. i've been going here for 15 years and have never been disappointed. the service is good, i go during lunchtime and never seem to have any issue getting in and out with my time constraints. the staff is great and i love chatting with one of the owners, cutt.","we went here for restaurant week and it was yuck, just yuck. the salads were good, but the decor and the entrees are straight out of the 80's and everything was either overcooked or oversalted. gordon ramsay needs to come yank this place out of 'kitchen nightmare' status.","the atmosphere was outdated and old. the food was cold. we had the onion soup which was tasty, but our main meal was sub par. the ruben was underwhelming and the burger was dry. the wait staff was friendly and eager to serve. unfortunately we won't be back.",i like the marinara sauce here! i was very impressed. the service is very good. i have been here twice and enjoyed my food each time. i had the pasta special. they have good bread and salad also. i will definitely come back!,"i don't know why i keep going back to this place. while talking to my wife about trying to find a home for a pit bull puppy, the manager told her to just have it put to sleep. nice customer service. what a jerk.","decided to try trios while in town for my daughters soccer tournament and it did not disappoint! the food was delicious! the trio sampler was the perfect combo of salad, fruit and chicken salad and the key lime pie was nothing short of amazing!"
av_-ePHJwSSqMtTQbNoL7g,"The food at this location is, for the most part, of good quality although it may have been sitting out for a while. The staff is above average with service and there is some confusion to how to actually create a dish to eat.",This place is amazing. The food is great and the portions are huge. I would recommend this place if you're looking for a quick bite to eat. My only complaint is that they don't serve alcohol.,i was excited to return here and we had such a good dinner. watching dinner being prepared on the large grill and picking what you want makes this a fun place. don't forget to hit the gong to thank them! i opted for 2 bowls and also tried some different ingredients. i just really like the large options that are available.,"the way this place works is pretty cool. you get a bowl and just stack it with all different types of meat and seafood. the choices were overwhelming but all great. it was interesting to watch them make your creation. for the amount of food you get, the price is good as well. i'll definitely be back.",our server was extremely rude. she was slamming utensils and rolling her eyes constantly. no greetings and was not tentative. we felt like we were not welcome and were <UNK> food is overpriced and we got egg shells in our <UNK> was so bad that i created this yelp account to give this review.,the food was decent but the overall experience is not. the process of creating your bowl is not fun and is very difficult to manage if you have small children in tow. the place was also a mess with virtually every point being point being dirty. we have no intention of ever returning again.,"i like it, the food tastes good, and it's a cool <UNK> they're not very clear on what to do and where to go to with the plates. and it's not very clear how much stuff costs, like is a side of rice included?",this restaurant is barely worthy of one star. they leave raw food sit out on a buffet. they have a very large disk where they attempt to cook your food. mine wasn't fully cooked and i got food poisoning. i'm never coming back ever.,great food. great service. the grill master was fantastic. they were great about keeping up with the lunchtime rush too. i will be back next time i'm in pittsburgh. prices are also good. unlimited stir fry for 12.99!,i would recommend this to anyone. the food is great... well if you know what you are doing (build your own bowl). endless food is on $2 more than the standard price. come hungry and eat well.
bCrMHwCLZzyKsAUOiAL0OA,"This place serves delicious New York style pizza. They offer both pies to-go and the classic pizza by the slice. Both options taste great for fans of the thin, crisp New York style crust. The staff are also very nice. The other menu dishes are ok, but pizza is the specialty here.","It's a chain, but the pizza is fantastic. I had the thin crust pizza and it was very tasty. If you like thin crust, this is the place to go.",place has been on a slide last few years. loved the food when they first opened. as a ny transplant i was happy to have ray's nearby. disappointing crust had a cardboard texture. so little sauce that the pizza was dry. cheese not fully melted. the crust ends were skinny and poorly formed. slightly better than frozen supermarket pizza.,"my guys love love this pizza... they say it's the best combo of cheese and crisp of the <UNK> did try the wings and just not a fan, but if you want great pizza then you'll love it here.i came back and had the 10 'gluten free pepperoni pizza and it was awesome! best gf pizza i've had!","i won't get too verbose about the food. i will merely say this: it's the best pizza i've ever eaten, period. i don't know what makes it different from the other new york-style pizza-by-the-slice joints around town, but it's head and shoulders above anything i've had in the valley.","a very nice pizza. i haven't made up my mind which is more authentic, nypd or ray's. both, have the thin ny style crust, but nypd makes me feel like i'm waiting for an e train to queens; whereas ray's feels more upper east side-ish.","3 stars for the garlic <UNK>'ve had better, they were kinda doughey, but the garlic and butter flavor was good and you get a generous tub of marinara too. i think i'll stick to the pizza, the slices are perfect.",i overheard and watched the owner being very rude a customer who asked about gluten-free customer say that and his place he's the boss here and he'll do the things he wants and he doesn't want to here about gluten free pizza.,"not a fan, not even a little bit. underwhelmed by the overall taste and the sauce on the slice, which i think is the most significant ingredient was bland. not likely to give ray a chance to make a second impression.","yummy pizza! every time i got they are super nice and the pizza is delicious. i order a pie to go- so i haven't tried the pizza by the slice. oh and don't forget wings, they are great too!"
bGaMzx2PcwzhYBX9Gn7_hg,"This is a good casual Mexican restaurant. The food is overall very good, even for those who are used to more ""authentic"" Mexican dishes from the Southwest. The service is friendly and fast. The prices are also very reasonable. This is a highly recommended Mexican restaurant.","This is my favorite Mexican restaurant in Charlotte. I have been to many Mexican restaurants in the area and this is one of the best Mexican food I've ever had. The food is always fresh and delicious. It's a little pricey, but worth it.",stopped here for a quick supper and had the carne asado tacos and one grilled chicken taco. the carne tacos were super. chicken was bland. beautiful presentation on authentic colorful plates. bill was $14 and i gave waiter a $20 and he asked if i wanted change. ummmm yeah so i just paid $20 for three tacos.,"i have frequently visited this place for dinner over the last 10 years. the quality of food has been great every time. only concern, it use to be very cheap to eat here however prices have increased over the years to where it's no longer a bargain. food is still worth the price.",i have been living in nc for 8 years and this is the best mexican food i've had since moving here. food was great. had a shrimp dish and everything was cooked to perfection. my wife had a burrito and that was really good also. this is my new favorite mexican restaurant.,"this is my favorite mexican restaurant the food is more on the traditional mexican style. they are the perfect combination of flavors and textures, cheap and excellent food. i'm extremely picky about mexican food and this place is the only one i've ever been for real mexican food.",this is our first time to eat at this location. we have eaten at the waxhaw location three separate occasions. the food has been consistently good. we thought we would have to give up good mexican food when we left texas. we have been pleasantly surprised. mucho gusto.,"delicious, affordable and a little nicer than most mexican restaurants i've been to, but it's still pretty casual. i really like their seafood burrito. it's yummy! it's easy to find (right on the side of roosevelt) and they have great dips.","we've been here several times before, and it's always been <UNK> a little less. we went today, and it was really good. the entire restaurant was cleaner, and the food was very tasty, much better than before. i'd definitely recommend it.","this is without a doubt my favorite mexican resturant in town. the dip is fantastic, the employees are wonderful and you can be in and out in 15 minutes. everything on the menue is good and it is priced well. easy 5 star."
bMrYaaAy62ppdS09na0RgQ,"Mixed reviews for this restaurant about the pizza, ranges from great pizza-delicious, to now cutting corners, not worth high price. The other foods on the menu have much better reviews. Good dishes mentioned were-chicken Parmesan sandwich, homemade cannoli, linguini and clams, and other sandwiches, such as Sausage and Broccoli Rabe, Pepper and Egg.","This place is the best pizza I have ever had in my life. The crust was delicious, and the pizza was really good. If you're looking for a new York style pizza, this is the place. I will definitely be back!","ordered once and not impressed. what really turned me off was when i saw their employees drinking at 1: 00 in the afternoon at a local bar just down the street in uniform. i'm not making accusations as they may have been off work, but believe that it's a horrible way to represent your company. just think it's not very professional",first time here introduced by friends. had the linguini and clams. it is the best lineup i and clams that i had for a long time!!!! highly recommended to anyone who enjoys this dish. mike and matt are really nice and friendly. great food and service overall. will definitely be back soon for other items in the future.,"great pizza place! i had the white pizza and the chicken picatta pizza. both were great. i've also had the sausage and broccoli rabe and the pepper and egg sandwiches, both were delicious and the bread was soft and fresh. my favorite thing about this place is that it's only 1 mile from home!",sad to say they had great pizza at the beginning.. now cutting corners... very pricey not worth the money.. we will not be ordering there anymore. it's a shame because we didn't mind the high price for good pizza. but dominos pizza is close and way better and cheaper!! !,"being from new jersey and a huge yankees fan this place is soo good. felt like i was back on the west coast. good prices and even better pizza! i'll definitely be back, glad i found this gem. ;) a good environment and the yankee memorabilia is so bomb.",<UNK> they have one of the best pizza and the service was awesome the location is great i didn't eat pizza like that for long time house of pizza they have a really great prices i will come back again and i do recommend that place to anyone great pizza.......,"the pizza i got yesterday was terrible, however they said they would replace it, so i am going now to see how it is. i never had a bad pizza here until yesterday. so, it could have been someone who didn't know what to do.",".. what can i say but.. awesome! had the chicken parmesan sandwich, probably the best the best i'll ever have, and the homemade cannolis... i don't eat a lot of sweets, but wow.. just wow! you gotta try em."
chU-VggYf4LpWqEMdbgisQ,This place is great to allow kids to run wild and expend pent-up energy while parents sit in the cool lounge and work on a laptop or read a book. The variety of equipment to climb on keeps the kids from getting bored - and is kept very clean by the helpful staff.,"This place is a great place to bring your kids. The staff is very friendly and helpful. They have a lot of fun activities for kids and adults. My kids love this place, especially if you are in the area.","my son loves this place! miss beth, your gal mady is exceptional. she has a great attitude, and even if all of southern nevada was in dire straits, i know that she would still bring a smile to work. invest in her, and don't let your good people go! -jake","friendly staff, perfect place for kids when you need to escape the heat but they want to play. my son is one and loved it. very clean also and very affordable. they had a great toddler area, bounce house for older kids and lots of places for them to climb and slide.","great place. super clean and the staff is always nice. the only frustrating thing is the lack of power outlets. in fact, i think there is <UNK> try to get some work done while my son plays do it would be great to have a <UNK> behind a couch or table..","this place is awesome! $10 per kid and there's plenty to do for the price. safe, clean, awesome! i will definitely be coming back here. wearing three kids out after school is not an easy task but this place is definitely up to the challenge. thanks!",we had our daughters first birthday party here. we had so much fun playing on all the structures. the host was very helpful and attentive to our needs. we were able to bring our own food for our event and they even gave us a little extra time to setup and cleanup.,absolutely love this place i've been to multiple indoor playground and this by far is my favorite spot for my child <UNK> the owner is so sweet and accommodating he helped me with planning and arranging my sons birthday party it was a blast i will definitely recommend this place to my friends and family,specifically for my needs this places is perfect. there is a plentiful seating for parents with deep comfy couches. several rooms with larger climbing structures for little monkeys. perfect for active kids. my husband feels it's a little <UNK> and dark. but our kid loves it.,"my daughter loves this place! friendly staff, very clean and so much to do. i like the fact that i can bring outside food and the free wifi. i tend to bring work with me and i can knock out hours why she plays and plays and plays!"
dsIHIXyAl_ldqkd8QekvTQ,"This place is clean, and there's a pretty nice patio, which is the main selling point of the venue, but the food and service are not consistent. Sometimes, the servers forget things and can have an attitude and be downright rude. The food is what is expected from a typical pub. There is a fantastic beer selection, including several options on tap.There are also many large televisions for sports.","This place has the worst service I've ever had. The food was cold, lukewarm and cold. The waitress didn't know what she was talking about. I would not recommend this place if you're looking for a good place.","this is a nice place! clean and respectable, i went with a friend and my teen son. the food was good very tasty. i was disappointed at the rib. they were good but too small and they looked prepackaged. the waitress was really friendly and attentive. lots of t.v's was a good thing as we went for super bowl.","great patio, especially for the crowded stretch of king street it's on. the food is just ok, relatively underwhelming pub food. we had the wing special and were surprised how mild their spicy wings were. good selection of beers on draft and the service is relatively good. i would recommend for patio drinks but do dinner somewhere else.","<UNK> food but bad service. we asked for fish and chips and upon inquiring after 50 min turns out the kitchen never received the order. in turn, they were hardly apologetic. not going there again, despite the fact their patio is nice. they can really make good business out of it, but they are not interested.","food was okay. poor service, downright rude waitresses even though the restaurant wasn't full. wasn't even given forks / knives with the food, and took up to 15 minutes to flag the waitress down who seemed to ignore it at first. won't be returning to this place. save your money and go elsewhere.",first time eating here ordered the poutine burger and i was a but <UNK> at first but i'm glad i went with my gut feeling because it was amazing a bit sloppy so wouldn't recommend for a first date lol but other then that it was fantastic i'll definetly be returning!,"great patio in the summer, food is just okay. the waitresses are a little dumb and hardly ever come by to check your table. typical pub, but the main selling point is this place's patio. i wouldn't come here for any other reason.","came here 2 days in a row on a sunday and monday. i was staying down the street at the hyatt. bathrooms have a pissy smell. food is good, though. not many patrons. i'm curious when there busy time is.","had the chicken wings. i could have made better at home. other than the crappy food, the waiter was giving us some attitude and they put us right next to smokers on the patio. shame because it is a nice patio."
ffA8x9O0jGP5DkpTiT4NcA,"The bar is well-known for its country music, cold beer, and good food. Line dancing is offered for those interested, and on occasion a DJ will play modern hip hop music. The bar is usually busy so come prepared to look for a spot and be surrounded by fellow country-music fans.","This is the best place to get a drink with friends. It's a dive bar, but if you're in the area, you must try it. The only downside is that there is no live music or karaoke.",this isn't the best or worst. it's just another (better than most). i start by saying. i wanted to check so i called asking 'do you have karaoke?' <UNK> and yes i know they do. but don't go out there on a hot <UNK> and expect to sing <UNK>. not that the alternative is bad.,"great burgers. awesome chili. a little fancy for some. cash only. for you folks from the upper midwest, this place has a grain belt light above one of the tables. i feel like i'm right back in stearns county when i'm at roman's. minus the 99 inches of snow of course.","absolutely love it here, i am glad they made the switch to all country. the crowd was beginning to become a little too much. some of the best staff you can ask for, great bands, and of course d.j. and karaoke. everything you need for a good night in one place!","this review is solely for their nightlife as i was completely unaware that they serve food other than the hot dog cart outside at <UNK> many places can you say play country in one room and hip hop in the other? i feel it, i feel it. it's a people watching goldmine.","great old bar with historical roots. good service, great drinks and decent food. real draw is friday and saturday night after ten thirty to eleven, it ceases to be a bar and becomes a local party. beautiful women frequently dance and need a partner.","solid performance. good music, drinks and fun! sometimes it takes a while to get a drink though. the bar is always slammed! there was a guy getting a little to <UNK> with me and the bouncer checked him right away. :)",great place.... good music... good service cash only you got to love that... old school country bar.... but they have a dj that plays dance music all night why drive all the way downtown for a cold beer and good music,"i absolutely love this bar!! everyone is so friendly whenever i go there. they have darts, shuffleboard, karaoke, live bands, and dancing. i definitely recommend going here!! the only catch is they only take cash"
gUQXksFGvShjSl7Xil41bQ,"Great customer service, tends to the customers' needs very quickly and perform very thorough and fascinating jobs. Some customers might have complaints as 100% perfection is not possible, but all in all, they perform professionally and have one of the cheapest prices available.",These guys did a great job repairing my cracked screen. I was in and out in 30 minutes. The guy who took my phone was extremely friendly and professional. Will definitely be back!,awesome super fast super inexpensive service. i was really impressed. really professional and nice people. i smashed my iphone 7 screen to pieces and it came out to $75 after the $5 yelp discount. pay cash so you don't have to pay tax. 30 day warranty to for any screen response issues. thanks guys!! !,"i stopped by mobile square recently, to replace the battery on my iphone 6. the staff were professional, knowledgeable, and had the job done in 20 minutes! my phone has been working great. with the 30 day warranty they offer, plus their ridiculously good prices, i couldn't recommend this place enough.",these guys are the biggest crooks known to man. they fixed my screen with an aftermarket part claiming that was an original part. the resolution on my screen was distorted because of <UNK> touch screen is not glitching after 3 <UNK> not go to them. they just want your money!! horrible service!,i took my ipad to change what i thought was a dead battery. but they tested it first to make sure it was running properly without selling me something i didn't need. very professional. i've used them before also to change my ipad cracked screen and they did a fine job.,these guys were really quick and professional! was recommended by a friend. got my samsung phone fixed in 30 mins and the price was great and service was attentive. they also threw in a case and protector. now my phone feels great! would totally recommend and definitely coming back!,came here to have my ipad4 cracked screen fixed and they did a fantastic job and at a really affordable price. definitely worth a try if you have a need to repair you tablet or phone. will update if there are any problems but they have a 30 day warranty.,"got my iphone 6 wet on a run, power button didn't work, volume and home button on the fritz, and the phone kept trying to turn off. $30 and 1 hour later, i'm happily posting this from my phone!","unreliable liar. does not honour what their agreed upon quoted price was. i called them twice confirmed the price to replace a glass screen. after coming in, the price was changed on me. beware. do not deal with."
gsGxpk5uhy1XvaUSOrWTug,"This Olive Garden is always busy because of its location, but despite that, the staff is wonderful and friendly. Expect long wait times when it gets very crowded. This place has great soups and salad, and the wine is excellent as well. The food comes fresh, hot, and in large portions.","I've been here a few times and every time I come in, the food is always fresh and delicious. The service is always great. I have never had a bad experience here. I would recommend this place to anyone.",this location is busy. i was happy with the prompt service and good food. i have visited the other locations in the past 75th mcdowell and estrella parkway and mcdowell and this location is by far the the friendliest. next time i feel like soup and salad without ghetto or cold treatment i will definitely stop at this location.,"the host, our waitress and the food were all great! though they sat us in the back where there was an uncomfortable smell, i usually come here and never have that problem so i'll come back again but yeah, my overall experience was good and i love the soups, the salads and the fettuccine!","i have been here 20 times and the staff from greater, wait staff, bartenders, managers have been excellent busy slow always the same great service. have had orders not made to my request and instantly fixed, mangers always come by asking how everything is. the food is excellent","i'm currently eating a olive garden and i can honestly say trevor, our waiter, is wonderful! he has been making sure that our drinks are full and that everything is tasting great! definitely coming back because of him! keep up the great work trevor!!! !","it's olive garden and it's in surprise, so it's always busy. i've always had decent service and good tasting food. if i have my choice, i'm always going to choose a less chain place, but it's not bad in a pinch.","we went early on a thursday night. our party of 4 was seated immediately. service was fast and we all liked our entries. everything tasted fine, hot, good portions. wine was good. i will return, its a decent alternative to carrabas.","i, like i'm sure every other american, love olive garden. i haven't experienced anything different about this location compared to another except the wait times. the wait times are almost always 45 minutes minimum and for me it's just not worth it.",the service at the door was poor. whoever the door girl is?... get a new one. shes like the teacher on ferris buller. server was on point angel was his name. above and beyond. food was not worth the price for sure.
i4hvmTd4RH9HvOyG8ndYGw,By far the hidden gem with the best pizza and authentic NYC flavor and feel. Laid back atmosphere that is comfortable without being pretentious. The quality of the pizza and ingredients is always top notch! They have a large menu with several appetizers and subs that do not disappoint.,"This is the best pizza I've had in a long time. The crust is crisp and delicious. The staff is always friendly and helpful. If you're looking for a quick bite, this is your place!","got to try the raffaele 14 inch special. the pie has 7 toppings on it. was baked to perfection with a flavorful marinara sauce that helped to highlight the tastey contrast of the crispy crust. i had a side order of ranch for dipping. now i look forward to trying raffaele's sicilian on my next visit. till then, cheers! !","the best pizza place in the valley just happens to be the first pizza my wife and i went to when we moved out here almost 11 years ago. the pizza is straightforward and delicious, the wings are sneaky good and the staff is great. if you're in the area, stop in - you won't regret it!",i really love the sicilian pizza here. this pizza is perfect for 5-6 people.the new york style pizza here is also very good. you can't beat it in phoenix. this pizza reminds me of living back east. i don't have a picture. i ate it all.,soooooo good.. the guys there friendly as anyone and the food is awesome... this is the type of place i envision taking up a corner in brooklyn... a little shady but that pie is amazing!!!! very good guys... will be back!!! !,"great hidden gem. you can order pizza by the slice. always fresh, the owner made a fresh pie when i ordered 6 slices so it could be fresh. they also have great meatball subs and some of the best mozzarella sticks you can get in phoenix.",the sicilian sub here is to die for. it's made fresh right when you order. the dough is slightly crispy and soft when you bite into it and you don't want it end! i live in surprise and still drive out to get this sub!,i grew up with rafaelle's pizza. one of 2 places from which my family would order. both places are still in business! the pizza is great and the lunch specials are a fair deal as well! still consistently great after 30 years!,i love this neighborhood pizza place. the pizza is yeasty and bubbly crusted; foldable. amazingly good and fresh ingredients on a saucy cheesy piece of heaven. it is right by home and i could eat here once a week - easy.
iLxG2Oo8HNSZFvJvba4W6g,"This American-Mexican restaurant serves good tasty good. The quality can vary, but overall the dishes are pleasing. The restaurant has great atmosphere and the staff are friendly. The service is also fast, making for a wonderful dining experience. There are very few times the food is undercooked or underwhelming.","This place is a great addition to my neighborhood. The food was delicious and the service was quick and friendly. I had the enchiladas, both were very good. My wife and I split a quesadilla with chips and salsa, which was great!",great location and atmosphere. authentic and mexican american fare that was served in generous portions and delicious! the guadalajara burrito was simple and so flavorful. hubs had <UNK> and ranked them near the top of his fajita list. not <UNK> toity; not trying to be hip and trendy like maize. will come back whenever in town.,"love this place! the waitstaff is great and friendly, they are very quick but also allow you to relax and not feel rushed. i go here in the summer with some friends and we just sit on the patio (great outdoor seating) and drink margaritas and enjoy the complimentary fresh chips and salsa. also great food!","the first time i went here, i ordered a taco salad with beef, and the beef was pink. not brown on the outside and pink on the inside, pink pink pink. the second time i went, my friend and i had the same burrito combination platter and both of us got sick the next day.",well the atmosphere is excellent - especially in cu. the staff was all very friendly and attentive. kudos to them! the food was a bit better than average but nothing to knock your socks off. a good place to go with family or <UNK> have a cheese sauce that is a bit spicy but tasty!,"they took a while to bring the food, my son ordered a chicken quesadilla that was very soggy and tasteless, the rest of the food was edible but far from good, place was ok, it's far from the best but if you hungry and desperate you can certainly go eat there.",went here with a group to drink some margaritas and eat some chips and salsa. wonderful service and friendly staff. i ordered a grande raspberry margarita and it was nice and strong. chips were hot and delicious and salsa was good (wish it was spicier but that's a personal preference),"their food is decent, but the reason i'm writing this review is their healthy margarita. it's incredible and i'm not even usually a margarita fan! my husband ordered the regular margarita and we both agreed that the healthy was much better than the regular margarita. go try it!","good food at a great price, the restaurant has become a great lunch destination. the food is basic american-mexican combinations (burrito, enchilada, tamale for example) with very quick service. honestly have not been to a sit down restaurant with such speedy service during the lunch rush."
